Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei;Bulgaria;Burkina Faso;Burundi;Cambodia;Cameroon;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Chile;China;Christmas Island;Colombia;Comoros;Cook Islands;Costa Rica;Croatia;Cuba;Cyprus;Czech Republic;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mexico;Moldova;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;North Korea;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Qatar;Romania;Russia;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Korea;Spain;Sri Lanka;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;Yemen;Zambia;Zimbabwe
0;0;0;0;0;0;0;0;0;0;278464;6148192;0;0;0;0;0;0;15212928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542272;0;0;0;0;0;0;0;0;0;0;0;36640;38131248;0;0;0;0;0;36394512;0;0;0;0;0;0;0;0;0;0;0;0;0;905008;0;710816;0;0;0;0;0;29312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4796176;0;0;0;0;0;0;0;333424;0;0;0;0;0;0;0;0;7485552;0;0;3664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1930928;0;0;0;0;751120;304112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167950432;47437808;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;509296;6379024;0;0;0;0;0;0;16458688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;784096;0;0;0;0;0;0;0;0;0;0;0;73280;41241984;0;0;0;0;0;41329920;0;0;0;0;0;0;0;0;0;0;0;0;0;959968;0;549600;0;0;0;0;0;670512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4404128;0;0;0;0;0;0;0;428688;0;0;0;0;0;0;0;0;7668752;0;0;7328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2004208;0;0;0;0;967296;425024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175047600;45679088;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;355408;6353376;0;0;0;0;0;0;16345104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;677840;0;0;0;0;0;0;0;0;0;0;0;73280;43524656;0;0;0;0;0;45539856;0;0;0;0;0;0;0;0;0;0;0;0;0;1157824;0;608224;0;0;0;0;0;1227440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5671872;0;0;0;0;0;0;0;370064;0;0;0;0;0;0;0;0;8804592;0;0;10992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2187408;0;0;0;0;985616;468992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169470992;47448800;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;399376;5877056;0;0;0;0;0;0;17228128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;703488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;754784;0;0;0;0;0;0;0;0;0;0;0;76944;44187840;0;0;0;0;0;49383392;0;0;0;0;0;0;0;0;0;0;0;0;0;1209120;0;674176;0;0;0;0;0;1069888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4085360;0;0;0;0;0;0;0;362736;0;0;0;0;0;0;0;0;10054016;0;0;10992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2432896;0;0;0;0;985616;468992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180224832;54809776;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;267472;5074640;0;0;0;0;0;0;18081840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;842720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648528;0;0;0;0;0;0;0;0;0;0;0;47632;46829584;0;0;0;0;0;56641776;0;0;0;0;0;0;0;0;0;0;0;0;0;1209120;0;637536;0;0;0;0;0;1604832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3403856;0;0;0;0;0;0;0;479984;0;0;0;0;0;0;0;0;11219168;0;0;14656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2333968;0;0;0;0;1036912;571584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193909872;58656976;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;421360;5353104;0;0;0;0;0;0;19060128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1018592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1014928;0;0;0;0;0;0;0;0;0;0;0;62288;49302784;0;0;0;0;0;63467808;0;0;0;0;0;0;0;0;0;0;0;0;0;1256752;0;626544;0;0;0;0;0;1271408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3847200;0;0;0;0;0;0;0;472656;0;0;0;0;0;0;0;0;12420960;0;0;14656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2304656;0;0;0;0;1080880;696160;0;0;0;0;0;0;0;0;0;150224;0;0;0;0;0;0;205488112;58821856;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;696160;3594384;0;0;0;0;0;0;20529392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1242096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;937984;0;0;0;0;0;0;0;0;0;0;0;69616;53560352;0;0;0;0;0;62907216;0;0;0;0;0;0;0;0;0;0;0;0;0;1428960;0;707152;0;0;0;0;0;1476592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4217264;0;0;0;0;0;0;0;520288;0;0;0;0;0;0;0;0;12153488;0;0;18320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2290000;0;0;0;0;1113856;688832;0;0;0;0;0;0;0;0;0;208848;0;0;0;0;0;0;211731568;59232224;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;894016;4913424;0;0;0;0;0;0;22233152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1593840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;916000;0;0;0;0;0;0;0;0;0;0;0;62288;54278496;0;0;0;0;0;69154336;0;0;168544;0;0;0;0;0;0;0;0;0;0;1689104;0;0;0;0;0;0;0;1469264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4041392;0;0;0;0;0;0;0;619216;0;0;0;0;0;0;0;0;13292992;0;0;21984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2557472;0;0;0;0;1036912;674176;0;0;0;0;0;0;0;0;0;227168;0;0;0;0;0;0;217374128;72865968;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;732800;6071248;0;0;0;0;0;0;20100704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;945312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1084544;0;0;0;0;0;0;0;0;0;0;0;87936;55531584;0;0;0;0;0;74368208;0;0;84272;0;0;0;0;0;0;0;0;0;0;1806352;0;0;0;0;0;0;0;1696432;0;10992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4239248;0;0;0;0;0;0;0;633872;0;0;0;0;0;0;0;0;15117664;0;0;25648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2660064;0;0;0;0;1223776;769440;0;0;0;0;0;0;0;0;0;175872;0;0;0;0;0;0;213219152;82352064;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;641200;6485280;0;0;0;0;0;0;21650576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;945312;0;0;0;0;0;0;0;0;0;0;0;69616;56942224;0;0;0;0;0;77592528;0;0;194192;0;0;0;0;0;0;0;0;0;0;1963904;0;0;0;0;0;0;0;1872304;0;18320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4371152;0;0;0;0;0;0;0;553264;0;0;0;0;0;0;0;0;15612304;0;0;25648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2638080;0;0;0;0;1088208;743792;0;0;0;0;0;0;0;0;0;267472;0;0;0;0;0;0;223705520;93695808;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;600896;7364640;0;0;0;0;0;0;24746656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1143168;0;0;0;0;0;0;0;0;0;0;0;91600;50537552;0;0;0;0;0;76639888;0;0;201520;0;0;0;0;0;0;0;0;0;0;2121456;0;0;0;0;0;0;0;2678384;0;18320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4942736;0;0;0;0;0;0;0;630208;0;0;0;0;0;0;0;0;16663872;21984;0;36640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3074096;0;0;0;0;1341024;897680;0;0;0;0;0;0;0;0;0;157552;0;0;0;0;0;0;228494368;98620224;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;692496;10141952;0;0;0;0;0;0;23717072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1780704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1187136;0;0;0;0;0;0;0;0;0;0;0;113584;50262752;0;0;0;0;0;85349216;0;0;296784;0;0;0;0;0;0;0;0;0;0;2630752;0;0;0;0;0;0;0;2308320;0;25648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4979376;0;0;0;0;0;0;0;611888;0;0;0;0;0;0;0;0;18972192;36640;0;40304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2938528;0;0;0;0;1432624;1110192;0;0;0;0;0;0;0;0;0;197856;0;0;0;0;0;0;242036512;103020688;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;707152;10006384;0;0;0;0;0;0;25589376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1846656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1139504;0;0;0;0;0;0;0;0;0;0;0;91600;60924992;0;0;0;0;0;92109296;0;0;175872;0;0;0;0;0;0;0;0;0;0;2795632;0;0;0;0;0;0;0;2975168;0;32976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5331120;0;0;0;0;0;0;0;655856;0;0;0;0;0;0;0;0;20631984;520288;0;40304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3260960;0;0;0;0;1711088;1275072;0;0;0;0;0;0;0;0;0;245488;0;0;0;0;0;0;254988752;126305408;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;868368;10728192;0;0;0;0;0;0;28106544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1150496;0;0;0;0;0;0;0;0;0;0;0;87936;65849408;0;0;0;0;0;98367408;0;0;194192;0;0;0;0;0;0;0;0;0;0;2916544;0;0;0;0;0;0;0;2769984;0;40304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5140592;0;0;0;0;0;0;0;659520;0;0;0;0;0;0;0;0;22350400;725472;0;43968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3136384;0;0;0;0;1736736;1238432;0;0;0;0;0;0;0;0;0;238160;0;0;0;0;0;0;264658048;139506800;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;890352;9152672;0;0;0;0;0;0;25915472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1623152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1242096;0;0;0;0;0;0;0;0;0;0;0;124576;62643408;0;0;0;0;0;71594560;0;0;150224;0;0;0;0;0;0;0;0;0;0;2557472;0;0;0;0;0;0;0;2997152;0;586240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4741216;0;0;0;0;0;0;0;817072;0;0;0;0;0;0;0;0;24497504;531280;0;43968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3118064;0;0;0;0;1872304;1168816;0;0;0;0;0;0;0;0;0;256480;0;0;0;0;0;0;257187152;134296592;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;828064;7859280;0;0;0;0;0;0;26930400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1875968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1458272;0;0;0;0;0;0;0;0;0;0;0;84272;65259504;0;0;0;0;0;101518448;0;0;164880;0;0;0;0;0;0;0;0;0;0;2634416;0;0;0;0;0;0;0;3066768;0;1439952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5419056;0;0;0;0;0;0;0;1025920;0;0;0;0;0;0;0;0;24057824;1168816;0;47632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3290272;0;0;0;0;2275344;1278736;0;0;0;0;0;0;0;0;0;351744;0;0;0;0;0;0;271487744;135747536;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;930656;8090112;0;0;0;0;0;0;26318512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1857648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1542544;0;0;0;0;0;0;0;0;0;0;0;95264;65358432;0;0;0;0;0;103438384;0;0;0;0;0;0;0;0;0;0;0;0;0;2762656;0;0;0;0;0;0;0;4107344;0;1403312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6210480;0;0;0;0;0;0;0;905008;0;0;0;0;0;0;0;0;24589104;1146832;0;47632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3568736;0;0;0;0;2429232;1494912;0;0;0;0;0;0;0;0;0;274800;0;0;0;0;0;0;271018752;132820000;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1066224;7284032;0;0;0;0;0;0;25050768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1524224;0;0;0;0;0;0;0;0;0;0;0;113584;63925808;0;0;0;0;0;101302272;0;0;0;0;0;0;0;0;0;0;0;0;0;2887232;0;0;0;0;0;0;0;3803232;0;1289728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6309408;0;0;0;0;0;0;0;1220112;0;0;0;0;0;0;0;0;23134496;670512;0;47632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3781248;0;0;0;0;2572128;1417968;0;0;0;0;0;0;0;0;0;447008;0;0;0;0;0;0;275899200;147175552;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;967296;7240064;0;0;0;0;0;0;27238176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1934592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1447280;0;0;0;0;0;0;0;0;0;0;0;128240;65222864;0;0;0;0;0;104544912;0;0;0;0;0;0;0;0;0;0;0;0;0;2876240;0;1952912;0;0;0;0;0;3784912;0;1857648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6686800;0;355408;0;0;0;0;0;1088208;0;0;0;0;0;0;0;0;24332624;641200;0;47632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3755600;0;0;0;0;2180080;1355680;0;0;0;0;0;0;0;0;0;326096;0;0;0;0;0;0;270974784;143903600;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1454608;8863216;0;0;0;0;0;0;27732816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2183744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1634144;0;0;0;0;0;0;0;0;0;0;0;76944;67498208;0;0;0;0;0;110846992;0;0;3664;0;0;0;0;0;0;0;0;0;0;2868912;0;1853984;0;0;0;0;0;4356496;0;2315648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7210752;0;505632;0;0;0;0;0;1143168;0;0;0;0;0;0;0;0;26487056;707152;0;47632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3971776;0;0;0;0;2213056;1447280;0;0;0;0;0;0;0;0;0;124576;0;0;0;0;0;0;272645568;175468960;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2205728;23647456;0;0;0;0;0;0;30425856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5232192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1861312;0;0;0;0;0;0;0;0;0;0;0;98928;76148912;0;0;0;0;0;124502720;0;0;0;0;0;0;0;0;0;0;0;0;0;3312256;0;2073824;0;0;0;351744;0;5067312;0;2348624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7972864;0;655856;0;0;0;0;0;1249424;0;0;0;0;0;0;0;0;26347824;879360;0;47632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4415120;0;0;0;0;2828608;1670784;0;0;0;0;0;0;0;0;0;139232;0;0;0;0;0;0;297124752;198684064;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1766048;10314160;0;0;0;0;0;0;30631040;0;0;0;0;0;0;0;0;0;0;3664;0;0;0;0;5591264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1971232;0;0;0;0;0;0;0;0;0;0;0;98928;77984576;0;0;0;0;0;134263616;0;0;0;0;0;0;0;0;0;0;0;0;0;3550416;0;2022528;0;0;0;351744;0;5957664;0;2414576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8027824;0;736464;0;0;0;0;0;1293392;0;0;0;0;0;0;0;0;26230576;890352;0;51296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4931744;0;0;0;0;2751664;1564528;0;0;0;0;0;0;0;0;0;183200;0;0;0;0;0;0;312312032;210192688;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2011536;10599952;0;0;0;0;0;0;32437392;0;0;0;0;0;0;0;0;0;0;3664;0;0;0;0;6617184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2114128;0;0;0;0;0;0;0;0;0;0;0;120912;82308096;0;0;0;0;0;143665440;0;0;0;0;0;0;0;0;0;0;0;0;0;3583392;0;2403584;0;0;0;0;0;6272768;0;2513504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8130416;0;828064;0;0;0;0;0;1414304;0;0;0;0;0;0;0;0;27245504;1084544;0;223504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5382416;0;0;0;0;3147376;1729408;0;0;0;0;0;0;0;0;0;153888;0;0;0;0;0;0;314964768;235393680;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2425568;11761440;0;0;0;0;0;0;34382976;0;0;0;0;0;0;0;0;0;0;7328;0;0;0;0;7430592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2429232;0;0;0;0;0;0;0;0;0;0;0;117248;86320176;0;0;0;0;0;153092912;0;0;3664;0;0;0;0;0;0;0;0;0;0;4078032;0;2682048;0;0;0;0;0;6646496;0;2711360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9009776;0;926992;0;0;0;0;0;1524224;0;0;0;0;0;0;0;0;29927552;1139504;0;406704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5902704;0;0;0;0;3216992;1912608;0;0;0;0;0;0;0;0;0;161216;0;0;0;0;0;0;327730144;253882224;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2572128;11460992;0;0;0;0;0;0;33870016;0;0;0;0;0;0;0;0;0;0;10992;0;0;0;0;8599408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2418240;0;0;0;0;0;0;0;0;0;0;0;142896;82912656;0;0;0;0;0;157526352;0;0;0;0;0;0;0;0;0;0;0;0;0;4330848;0;2986160;0;0;0;0;0;7360976;0;2956848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9017104;0;1058896;0;0;0;0;0;1560864;0;0;0;0;0;0;3664;0;31202624;1201792;0;472656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21984;0;5869728;0;0;0;0;3550416;1963904;0;0;0;0;0;0;0;0;0;175872;0;0;0;0;0;0;319097760;267589248;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2905552;12047232;0;0;0;0;0;0;33082256;0;0;0;0;0;0;0;0;0;0;7328;0;0;0;0;8244000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2535488;0;0;0;0;0;0;0;0;0;0;0;219840;79713984;0;0;0;0;0;161183024;0;0;0;0;0;0;0;0;0;0;0;0;0;4378480;0;2696704;0;0;0;0;0;8375904;0;3348896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9420144;0;1128512;0;0;0;0;0;1784368;0;0;0;0;0;0;3664;0;32598608;1113856;0;450672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36640;0;5759808;0;0;0;0;3828880;2044512;0;0;0;0;0;0;0;0;0;194192;0;0;0;0;0;0;315290864;272161920;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2887232;11369392;0;0;0;0;0;0;32103968;0;0;0;0;0;0;0;0;0;0;7328;0;0;0;0;8797264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2429232;0;0;0;0;0;0;0;0;0;0;0;128240;79072784;0;0;0;0;0;163033344;0;0;0;0;0;0;0;0;0;0;0;0;0;4096352;0;3026464;0;0;0;0;0;8328272;0;3605376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9618000;0;1179808;0;0;0;0;0;1744064;0;0;0;0;0;0;7328;0;33430336;1231104;0;483648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47632;0;6093232;0;0;0;0;3751936;2084816;0;0;0;0;0;0;0;0;0;135568;0;0;0;0;0;0;312429280;287462784;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1084544;0;0;3033792;12256080;0;0;0;0;0;0;33968944;0;0;0;0;0;0;0;0;0;0;10992;0;0;0;0;10149280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2491520;0;0;0;0;0;0;0;0;0;0;0;128240;83290048;0;0;0;0;0;170390656;0;0;0;0;0;0;0;0;0;0;0;0;0;4085360;0;3352560;0;0;0;0;0;10149280;0;4473744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9786544;0;1238432;0;0;0;0;0;1681776;0;0;0;0;0;0;7328;0;33675824;1267744;0;527616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47632;0;6140864;0;0;0;0;3803232;2257024;0;0;0;0;0;0;0;0;0;245488;0;0;0;0;0;0;320442448;307380288;0;0;0;0;0;0;0;0
